,Price_A,Price_B,Spread,Zscore,Position_A,Position_B,Return_A,Return_B,Strategy_Return,Cumulative_Return
2023-09-18,253.70944213867188,298.1336975097656,-92.59865788782747,-0.45342057937699,0,0,-0.006421203356551164,-0.0128809290831996,-0.0,1.4272772314696105
2023-09-19,255.1441650390625,295.6434326171875,-88.27127672466804,-0.1824295010435201,0,0,0.0056549842540210005,-0.00835284610018483,0.0,1.4272772314696105
2023-09-20,253.57284545898438,292.11944580078125,-85.74918053490319,-0.024489735546617725,0,0,-0.006158555810349631,-0.011919719593329381,-0.0,1.4272772314696105
2023-09-21,248.27320861816406,288.2666320800781,-86.57344068896361,-0.07610690065279152,0,0,-0.02089985949097828,-0.013189172361126045,-0.0,1.4272772314696105
2023-09-22,248.55621337890625,287.29876708984375,-85.16617695095755,0.012019359429975156,0,0,0.0011398924689349776,-0.003357533902728971,0.0,1.4272772314696105
2023-09-25,250.0592498779297,288.012939453125,-84.49271348002583,0.05419327139310421,0,0,0.006047068703658454,0.002485817709958704,0.0,1.4272772314696105
2023-09-26,247.77540588378906,284.3010559082031,-82.46488338734366,0.181180898036973,0,0,-0.009133211409917963,-0.012887905494697427,-0.0,1.4272772314696105
2023-09-27,244.60342407226562,283.6245422363281,-84.8510360010747,0.03175424818043488,0,0,-0.012801842863335522,-0.0023795679186412455,-0.0,1.4272772314696105
2023-09-28,250.0592498779297,285.1937561035156,-81.21798795391322,0.2592645068835979,0,0,0.022304780999517826,0.005532715380744291,0.0,1.4272772314696105
2023-09-29,248.92709350585938,283.9439392089844,-80.89837380241852,0.27927951834169445,0,0,-0.0045275524605588036,-0.004382343118611631,-0.0,1.4272772314696105
2023-10-02,246.58470153808594,281.75439453125,-80.69742007125603,0.29186372718524756,0,0,-0.009409951864955635,-0.007711186524474001,-0.0,1.4272772314696105
2023-10-03,242.79786682128906,274.3400573730469,-75.87186029638661,0.5940519555038589,0,0,-0.015357135674582745,-0.026314894468773886,-0.0,1.4272772314696105
2023-10-04,250.30323791503906,274.7630310058594,-68.85780969530185,1.0332887743113208,-1,1,0.030912014145801026,0.0015417859020030455,0.0,1.4272772314696105
2023-10-05,247.6290283203125,274.11456298828125,-70.77876754770205,0.9129937459262985,-1,1,-0.010683879349712155,-0.002360099228794321,0.008323780120917834,1.439157573315956
2023-10-06,248.73190307617188,275.16705322265625,-70.89845131644864,0.9054988587581031,-1,1,0.004453737767903254,0.003839599847965669,-0.0006141379199375852,1.4382737320774175
2023-10-09,245.77462768554688,277.5538635253906,-76.62821350735067,0.5466872874720544,0,0,-0.011889409255713246,0.008674041004476774,0.02056345026019002,1.4678496024275296
2023-10-10,247.12152099609375,281.18121337890625,-79.49480108271155,0.36717463792832566,0,0,0.0054801967283220065,0.013068994275353685,0.0,1.4678496024275296
2023-10-11,249.4053497314453,280.08172607421875,-75.93382265690235,0.590171722573329,0,0,0.009241723368106358,-0.003910244541145413,0.0,1.4678496024275296
2023-10-12,243.09063720703125,275.35498046875,-76.75801095137803,0.5385590574882131,0,0,-0.025319074074448,-0.016876308467965617,-0.0,1.4678496024275296
2023-10-13,241.0117645263672,274.3212890625,-77.6361615737768,0.4835671408692228,0,0,-0.00855184183376656,-0.00375403199350266,-0.0,1.4678496024275296
