Feature,Importance
Zscore,0.11996624374962975
Return_A_MA5,0.11562874669647123
Zscore_Std10,0.11398309449877697
Spread_Diff2,0.11229808759612263
Zscore_Lag2,0.1116135200767105
Return_B_MA5,0.10979166886778931
Spread_Diff1,0.1096025315633434
Zscore_Lag3,0.10934958992171744
Zscore_Lag1,0.09776651702943878
