Feature,Importance
Spread_Change,0.17396933593242472
Spread,0.16825533411292498
Zscore,0.16141349643139943
Spread_Lag1,0.14661296717537955
Return_B_Lag1,0.12662502650494342
Zscore_Lag1,0.12043921043536689
Return_A_Lag1,0.10268462940756093
