,Price_A,Price_B,Spread,Zscore,Position_A,Position_B,Signal,Return_A,Return_B,Strategy_Return,Cumulative_Return,Transaction_Cost,Net_Return,Gross_Cumulative,Net_Cumulative
2022-01-24,286.4102478027344,326.6373291015625,-93.00728796638884,-0.47900998355787994,0,0,EXIT,0.01936126801446969,0.042137161416848645,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-25,282.3230895996094,322.3007507324219,-92.05713496257147,-0.41950910360806115,0,0,EXIT,-0.014270293170305925,-0.013276432246946968,-0.0,1.0,0.0,-0.0,0.0,0.0
2022-01-26,280.8743591308594,320.77447509765625,-91.73296414707431,-0.3992087428254957,0,0,EXIT,-0.005131462930660691,-0.00473556338698311,-0.0,1.0,0.0,-0.0,0.0,0.0
2022-01-27,271.6829528808594,320.0113525390625,-100.03793747935521,-0.9192862663876591,0,0,HOLD,-0.03272426247252325,-0.0023790002566801416,-0.0,1.0,0.0,-0.0,0.0,0.0
2022-01-28,276.0291442871094,329.0883483886719,-106.23546257641556,-1.3073902825878265,0,0,HOLD,0.015997291549447734,0.02836460574785815,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-31,274.8874206542969,329.48345947265625,-107.83614193928122,-1.4076286970593637,0,0,HOLD,-0.0041362430614390044,0.0012006231333288042,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-01,281.2005310058594,331.027587890625,-103.3166704252277,-1.1246084561992817,0,0,HOLD,0.022966166791247966,0.0046865127021555875,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-02,282.38067626953125,335.5436706542969,-107.38234626300448,-1.3792109138734896,0,0,HOLD,0.004196810224541547,0.013642617500400078,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-03,276.1539001464844,327.53515625,-104.30653958326013,-1.186596457817426,0,0,HOLD,-0.022050999400197724,-0.02386727900031782,-0.0,1.0,0.0,-0.0,0.0,0.0
2022-02-04,270.3013610839844,322.9203186035156,-104.79854519840495,-1.2174070398223797,0,0,HOLD,-0.02119303424429475,-0.014089594837147779,-0.0,1.0,0.0,-0.0,0.0,0.0
2022-02-07,267.8931579589844,320.8373107910156,-104.78715441666924,-1.2166937215106255,0,0,HOLD,-0.008909326669101603,-0.006450531888200994,-0.0,1.0,0.0,-0.0,0.0,0.0
2022-02-08,268.3249816894531,324.5094299316406,-108.62081497490328,-1.4567668210297449,0,0,HOLD,0.0016119251934567647,0.0114454242605746,0.0,1.0,0.0,0.0,0.0,0.0
